Go.	Idź.
Tom is the only one here who has never lived in Boston.	Tom jest tu jedynym, który nigdy nie mieszkał w Bostonie.
Tom lost both his parents when he was still very young.	Tom stracił oboje rodziców, kiedy był jeszcze bardzo młody.
Tom might go to the zoo with Mary this coming Saturday.	Tom mógłby iść z Mary do zoo w nadchodzącą sobotę.
Tom picked up the ball and then threw it up in the air.	Tom podniósł piłkę i wyrzucił ją w powietrze.
Tom read the note from Mary and then handed it to John.	Tom przeczytał notatkę od Mary i podał ją Johnowi.
Tom took a key out of his pocket and unlocked the door.	Tom wyjął klucz z kieszeni i otworzył drzwi.
We discussed our plans for a trip to Italy over coffee.	Przedyskutowaliśmy nasz plan wyjazdu do Włoch przy kawie.
We have to transmit our culture to the next generation.	Musimy przekazać naszą kulturę następnemu pokoleniu.
We have yet to discover an effective remedy for cancer.	Musimy odkryć skuteczny lek na raka.
What language do you usually use when talking with Tom?	Jakiego języka zwykle używasz, rozmawiając z Tomem?
What's wrong with parading around your own house naked?	Co jest złego w paradowaniu nago we własnym domu?
Words cannot express the extent to which you are wrong.	Słowa nie opiszą, jak bardzo jesteś w błędzie.
Would you ever consider going out with someone like me?	Czy wzięłabyś kiedykolwiek pod uwagę umówienie się z kimś takim, jak ja?
You should look out for cars when you cross the street.	Musisz uważać na auta, gdy przechodzisz przez ulicę.
A capital letter is used at the beginning of a sentence.	Wielka litera używana jest na początku zdania.
A lot of people think Buenos Aires is located in Brazil.	Wielu ludzi myśli, że Buenos Aires leży w Brazylii.
A lot of students around the world are studying English.	Mnóstwo uczniów na całym świecie uczy się angielskiego.
A short movie will be shown during the opening ceremony.	Krótki film zostanie pokazany podczas ceremonii otwarcia.
A stranger came up and asked me the way to the hospital.	Nieznajomy podszedł do mnie i zapytał o drogę do szpitala.
As far as I know, he is a person who keeps his promises.	Z tego co wiem, on jest osobą dotrzymującą obietnic.
As the sun rises, the morning mist gradually fades away.	Wstaje słońce i poranna mgła stopniowo przerzedza się.
Before deciding, I would like to consult with my family.	Zanim podejmę decyzję, chciałbym skonsultować się z moją rodziną.
Can I make an appointment to have a medical examination?	Mogę się umówić na badanie lekarskie?
Did you see the sunset earlier? It was really beautiful.	Widziałeś dzisiaj zachód słońca? Był przepiękny.
Do you have any idea how important your test grades are?	Czy zdajesz sobie sprawę, jak ważne są twoje oceny ze sprawdzianów?
Experience is the name everyone gives to their mistakes.	Doświadczenie to nazwa, którą każdy nadaje swoim błędom.
For the peasant, fruits are more important than flowers.	Dla rolnika, owoce są ważniejsze od kwiatów.
Have you seen our museums? What do you think about them?	Widziałeś nasze muzea? Co o nich sądzisz?
He claimed that he had returned the book to the library.	On twierdzi, że zwrócił książkę do biblioteki.
He gave me money, but I gave it back to him immediately.	Dał mi pieniądze, ale natychmiast mu je oddałem.
He has dedicated his life to the preservation of nature.	On poświęcił swoje życie zachowaniu środowiska naturalnego.
He is good at solving complicated mathematical problems.	On jest dobry w rozwiązywaniu skomplikowanych zadań matematycznych.
He played a tune for the girl that he'd written himself.	Zagrał dziewczynie utwór, który sam napisał.
He walked onto stage while the audience were applauding.	Wyszedł na scenę kiedy publiczność biła brawa.
He woke up to find himself lying on a bench in the park.	Obudził się i ze zdziwieniem stwierdził, że jest na ławce w parku.
How many cigarettes am I allowed to take back duty free?	Jak dużo papierosów mogę zabrać z powrotem nie płacąc cła?
How many kinds of vegetables do you grow in your garden?	Ile rodzajów warzyw uprawiasz w ogródku?
How many kinds of vegetables do you grow in your garden?	Ile jarzyn hodujesz w swoim ogrodzie?
How many people die from automobile accidents each year?	Ile osób ginie co roku z powodu wypadków samochodowych?
How old were you when you learned to tie your own shoes?	Ile miałeś lat, kiedy nauczyłeś się zawiązywać sobie sznurówki?
I am at school now and I will stay here until 8 o'clock.	Jestem teraz w szkole i zostanę tu aż do ósmej.
I assume it's clear to you now why we couldn't hire Tom.	Zakładam, że teraz jest już dla ciebie jasne, dlaczego nie mogliśmy zatrudnić Toma.
I assume you'll be explaining why all this is necessary.	Zakładam, że będziesz wyjaśniać, po co to wszystko jest potrzebne.
I can't figure out how to transfer MP3 files to my iPod.	Nie mam pojęcia, jak przenieść pliki mp3 na mojego iPoda.
I can't just leave. I have to tell the boss I'm leaving.	Nie mogę tak po prostu wyjść. Muszę powiedzieć szefowi, że wychodzę.
I don't know anybody who hasn't been sick at least once.	Nie znam nikogo, kto nie byłby chory przynajmniej raz.
I don't think Tom and Mary are ever going to be friends.	Nie sądzę, by Tom i Mary kiedykolwiek zostali przyjaciółmi.
I don't think Tom and Mary are ever going to be friends.	Nie sądzę, że Tom i Mary kiedykolwiek zostaną przyjaciółmi.
I don't think it would work as well as you might expect.	Nie uważam, że to działałoby tak dobrze, jak można by oczekiwać.
I don't want people to think that I'm flirting with Tom.	Nie chcę, żeby inni myśleli, że flirtuję z Tomem.
I forgot to lift the receiver before dialing the number.	Zapomniałem podnieść słuchawki przed wybraniem numeru.
I have not eaten any seafood since the recent oil spill.	Od czasu ostatniego wycieku ropy nie jem owoców morza.
I heard that a paralyzed man was eaten alive by maggots.	Słyszałem, że sparaliżowanego człowieka zjadły żywcem larwy much.
I heard that a woman stabbed a man for eating her lunch.	Słyszałem, że pewna kobieta pchnęła nożem mężczyznę, bo jej zjadł obiad.
I never imagined we'd be talking about this topic today.	Nie spodziewałem się, że będziemy dziś rozmawiać na ten temat.
I never thought it'd be this hard to create an iPad app.	Nie sądziłem, że tak trudno będzie napisać aplikację na iPada.
I never would've expected something like this to happen.	Nigdy bym się nie spodziewał, że coś takiego się wydarzy.
I noticed that Tom had a small tattoo on his right foot.	Zauważyłem, że Tom ma na prawej stopie mały tatuaż.
I promise that we'll be listening to everything you say.	Obiecuję, że będziemy słuchały wszystkiego, co powiesz.
I read a couple of more chapters before I went to sleep.	Przeczytałem jeszcze kilka rozdziałów, zanim poszedłem spać.
I really need to catch the first train tomorrow morning.	Naprawdę jutro rano muszę złapać pierwszy pociąg.
I shouldn't have to go to the dentist again for a while.	Przez jakiś czas nie będę musiał chodzić do dentysty.
I think I like eating white rice better than brown rice.	Chyba wolę biały ryż od brązowego.
I think Tom shares too much personal information online.	Wydaje mi się, że Tom podaje za dużo informacji o sobie w sieci.
I think autumn is the most beautiful season of the year.	Myślę, że jesień jest najpiękniejszą porą roku.
I think something like this could only happen in Boston.	Myślę, że coś takiego mogło wydarzyć się tylko w Bostonie.
I thought I was going to suffocate on the crowded train.	Myślałem, że zemdleję w zatłoczonym pociągu.
I told you before that you should ask your mother first.	Mówiłem ci już, że powinienś wcześniej zapytać mamę.
I turned off the TV because I had seen the movie before.	Wyłączyłem telewizor, ponieważ ten film widziałem już wcześniej.
I used to stay up late when I was a high school student.	Kiedy byłem w szkole średniej, często siedziałem do późna w nocy.
I want to know when you're going to tell Tom about that.	Chcę wiedzieć, kiedy powiesz o tym Tomowi.
I want to live in the same neighborhood where Tom lives.	Chcę mieszkać w tej samej okolicy gdzie Tom.
I was curious to know why people had been staring at me.	Zaciekawiło mnie, czemu ludzie tak się na mnie gapią.
I was just wondering what kind of pets you have at home.	Zastanawiałem się, jakie zwierzaki masz w domu.
I will do that work on condition that I get paid for it.	Wykonam tę pracę, ale pod warunkiem, że zapłacą mi za to.
I will only buy the car if they repair the brakes first.	Kupię ten samochód tylko, gdy najpierw naprawią hamulce.
I will send you a copy of this picture as soon as I can.	Wyślę ci odbitkę tego zdjęcia, jak tylko będę mógł.
I'd love to go with you to the show, but I'm flat broke.	Poszedłbym z tobą na koncert, ale nie mam kasy.
I'm looking forward to coming over to your place to eat.	Chętnie wpadnę kiedyś do ciebie na jedzenie.
I'm not sure how often I should be taking this medicine.	Nie jestem pewien, jak często mam brać to lekarstwo.
I've always wondered what it'd be like to have siblings.	Zawsze zastanawiałem się, jak to jest mieć rodzeństwo.
I've made up my mind to give back all the money I stole.	Postanowiłem zwrócić wszystkie pieniądze, które ukradłem.
If I had known his address, I would have written to him.	Gdybym wtedy znał jego adres, napisałbym do niego.
If anything should ever happen to me, you can look here.	Jeśli kiedyś coś mi się stanie, możesz tu zajrzeć.
If you stuff the box too full, the bottom will fall out.	Jeśli przepełnisz to pudełko, dno z niego wyleci.
It is said that she is the best tennis player in France.	Mówi się, że ona jest najlepszym tenisistą we Francji.
It isn't always easy to know a good book from a bad one.	Nie zawsze jest łatwo odróżnić dobrą książkę od złej.
It was Tom who gave me the painting hung on the chimney.	To Tom podarował mi obraz, który wisi nad kominkiem.
It was careless of you to leave your camera in the taxi.	To było nieostrożne z twojej strony, żeby zostawić aparat w taksówce.
It was dark, so Tom had trouble reading the street sign.	Było ciemno, więc Tom miał problem z odczytaniem znaku drogowego.
It was impossible for the boy to swim across that river.	Przepłynięcie przez tę rzekę było dla chłopca niemożliwe.
It was in this room that we had the meeting last Friday.	To w tej sali mieliśmy zebranie w ubiegły piątek.
It was the first time I'd walked along the Mogami River.	To był pierwszy raz, kiedy szedłem wzdłuż rzeki Mogami.
It will not be long before he recovers from his illness.	Nie minie dużo czasu, a wyzdrowieje.
It wouldn't be too hard to design a new website for you.	Nie będzie trudno zaprojektować dla ciebie nową stronę internetową.
It wouldn't hurt if you smiled a little once in a while.	Nie zaszkodziłoby, jeśli uśmiechnąłbyś się od czasu do czasu.
It's been nice talking to you, but I really must go now.	Przyjemnie się z tobą rozmawia, lecz naprawdę muszę już iść.
It's hard to say what the weather will be like tomorrow.	Ciężko powiedzieć, jaka będzie jutro pogoda.
Katarzyna and Milena are in the same class as Magdalena.	Katarzyna i Milena są w tej samej klasie co Magdalena.
Knowing how to hot wire a car may come in handy someday.	Umiejętność odpalenia samochodu bez kluczyka może się kiedyś przydać.
Let me tell you the reasons that I don't agree with you.	Powiem ci, dlaczego się z tobą nie zgadzam.
